"Id","Eventable type","Eventable","Event type","Title","Description","Date","Url"
"264","Litigation","7048","Filing","Case opened","","25/12/2009",""
"263","Litigation","7047","Filing","Case opened","","25/12/2013",""
"262","Litigation","7046","Filing","Case opened","","25/12/2008",""
"261","Litigation","7045","Filing","Case opened","","25/12/2013",""
"260","Litigation","7044","Filing","Case opened","","25/12/2009",""
"259","Litigation","7042","Filing","Case opened","","25/12/2008",""
"258","Litigation","7041","Filing","Case opened","","25/12/2007",""
"257","Litigation","7040","Filing","Case opened","","25/12/2011",""
"256","Litigation","7039","Filing","Case opened","","25/12/2010",""
"255","Litigation","7038","Filing","Case opened","","25/12/2011",""
"254","Litigation","7037","Filing","Case opened","","25/12/2012",""
"253","Litigation","7036","Filing","Case opened","","25/12/2011",""
"252","Litigation","7035","Filing","Case opened","","25/12/2012",""
"251","Litigation","7034","Filing","Case opened","","25/12/2011",""
"250","Litigation","7032","Filing","Case opened","","25/12/1994",""
"249","Litigation","7033","Filing","Case opened","","25/12/2008",""
"248","Litigation","7031","Filing","Case opened","","25/12/2006",""
"247","Litigation","7030","Filing","Case opened","","25/12/2008",""
"246","Litigation","7029","Filing","Case opened","","25/12/2013",""
"245","Litigation","7028","Filing","Case opened","","25/12/2010",""
"244","Litigation","7027","Filing","Case opened","","25/12/2012",""
"243","Litigation","7025","Filing","Case opened","","25/12/2008",""
"242","Litigation","7026","Filing","Case opened","","25/12/2007",""
"241","Litigation","7024","Filing","Case opened","","25/12/2008",""
"240","Litigation","7023","Filing","Case opened","","25/12/2012",""
"239","Litigation","7022","Filing","Case opened","","25/12/2013",""
"238","Litigation","7021","Filing","Case opened","","25/12/2011",""
"237","Litigation","7018","Filing","Case opened","","25/12/2009",""
"236","Litigation","7020","Filing","Case opened","","25/12/2010",""
"235","Litigation","7017","Filing","Case opened","","25/12/2013",""
"234","Litigation","7016","Filing","Case opened","","25/12/2010",""
"233","Litigation","7015","Filing","Case opened","","25/12/2008",""
"232","Litigation","7014","Filing","Case opened","","25/12/2009",""
"231","Litigation","7012","Filing","Case opened","","25/12/2010",""
"230","Litigation","7013","Filing","Case opened","","25/12/2008",""
"229","Litigation","7011","Filing","Case opened","","25/12/2008",""
"228","Litigation","7010","Filing","Case opened","","25/12/2008",""
"227","Litigation","7009","Filing","Case opened","","25/12/2010",""
"226","Litigation","7008","Filing","Case opened","","25/12/2008",""
"225","Litigation","7006","Filing","Case opened","","25/12/2009",""
"224","Litigation","7007","Filing","Case opened","","25/12/2008",""
"223","Litigation","7005","Filing","Case opened","","25/12/2010",""
"222","Litigation","7003","Filing","Case opened","","25/12/2010",""
"221","Litigation","7002","Filing","Case opened","","25/12/2010",""
"220","Litigation","7001","Filing","Case opened","","25/12/2008",""
"219","Litigation","7000","Filing","Case opened","","25/12/2011",""
"218","Litigation","7340","Settled","Case decided","The ICJ determines Nicaragua's activities are unlawful and violated Costa Rica's territorial sovereignty.","16/12/2015",""
"217","Litigation","7340","Closed","Case closed","The ICJ rules how much Nicaragua must compensate Cosra Rica for the loss of environmental services (US$ 120.000)","02/02/2018",""
"216","Litigation","7337","Appealed","Case referred to the EU Court of Justice","The Administrative Court referred the case to the EU Court of Justice for a preliminary ruling regarding if this facility was entitiled to GHG allowances free of charge.","28/11/2017",""
"215","Litigation","7337","Settled","Case decided by EU Court of Justice","The Court of Justice concluded that the facility is not entitled to be allocated free emission allowances.","20/06/2019",""
"214","Litigation","7333","Dismissed","Motion for dimissal denied","Defendant's motion for summary dismissal is denied.","22/03/2010",""
"213","Litigation","7333","Settled","First decision","The Court found that the Defendant had an implied authority. To emit some amount of CO2 in generating electricity, but this amount is limited to a reasonable regard and care for people and the environment.","22/03/2010",""
"212","Litigation","7333","Settled","Case decided on Appeal","Court of appeals reversed the lower court's decision, arguing that common law principles only protected private rights.","22/12/2011",""
"211","Litigation","7331","Other","Fine imposed related to the EU Directive 2003/87/EC","In November 2011 German authorities requested a report of emissions allowances to company Ziegelwerk H̦xter GmbH during insolvency procedure, but company refused because it had ceased activities before the procedure began. German authorities imposed a fine of 100 euros per non-surrendered ton of CO2 equivalent.","20/03/2013",""
"210","Litigation","7331","Appealed","Case referred to the EU Court of Justice","Berlin Court referred the case to the European Court of Justice.","21/11/2014",""
"209","Litigation","7331","Settled","Case decided","The European Court of Justice decided to uphold the penalty arguing that EU legislature must be allowed to broad discretion in areas that entail policital, economic and social choices.","17/11/2015",""
"208","Litigation","7330","Settled","Case decided","The Court concluded that a Member State may decline to allocate allowances to an operator for the consumption of heat produced based on the principle that emissions can't be double counted. Member States may also refuse to allocate free allowances for emissions related to the production of measurable heat by burning waste gases.","08/09/2016",""
"207","Litigation","7329","Dismissed","Nea rejects the objection made by EPZ company","On 8/11/2013 NEa (Netherland's Emissions Authority) refused to approve the modification of the monitoring plan proposed by EPZ, which the company objected. On April 2014 Nea dismissed this objection.","23/04/2014",""
"206","Litigation","7329","Appealed","Case referred to the European Court of Justice","","01/04/2015",""
"205","Litigation","7329","Settled","Case decided","The European Court of Justice ruled in favor of the NEa arguing that: a coal-fired power plan and unburned coal in a storage site constitute one installation covered by the EU ETS, and that coal lost fue to self-heating while in storage could not be regarded as exported fuel for the purpose of monitoring emissions.","09/06/2016",""
"204","Litigation","7328","Dismissed","Request rejected","The Company Schaefer Kalk (installation for the calcination of lime) requested to the German Emissions Trading Authority (DEHSt) the approval of a monitoring plan which asked for authorisation that CO2 transferred to another installation, but not emited into the atmosphere, should not be considered as ""emissions"" under Directive 2003/87. This request was rejected by the DEHSt.","29/08/2013",""
"203","Litigation","7328","Other","Case referred to the European Court of Justice","The Berlin Adminstrative Court referred the case to the European Court of Justice.","26/06/2015",""
"202","Litigation","7328","Settled","Case decided","The Court decided in favour of the company. It held that the Art. 49(1) of Regulation 601/2012 is invalid since it systematically includes CO2 transferred to another installation in the emissions, regardless of weather the CO2 was emitted into the atmosphere.","19/01/2017",""
"201","Litigation","7327","Filing","Request for surrender of emissions without compensation","The Ministry for Sustainable Development issued a Decree reducing the total emissions allowances for 2008-2012, following the company's cease of operations in 2011, and requesting the surrender of 80922 emission allowances without compensation.","06/06/2013",""
"200","Litigation","7327","Filing","Application for administrative review","ArcelorMittal borught an application for adminsitrative review against the Decree.","08/07/2013",""
"199","Litigation","7327","Dismissed","Administrative review dismissed","The application for administrative review was dismissed.","24/09/2013",""
"198","Litigation","7327","Other","Case referred to the European Court of Justice","","19/06/2015",""
"197","Litigation","7327","Settled","Case decided","The Court decided in favour of the Ministry. It held that if the operator failed to comply with its obligation to imely inform the competent authority for the cessation of the operation, then a Memeber State may under Directive 2003/87 request the surrender without full or partial compensation. It also concluded that concluded that the allowances issued after an operator has ceased the activities to which those allowances relate, without informing the competent authority beforehand, cannot be classified as emissions allowances within the meaning of Directive 2003/87.","08/03/2017",""
"196","Litigation","7326","Other","Tax on emissions allowances abolished","The Slovak Republic has introduced a tax on emission allowances with effect from 01/01/2011. This tax was later abolished. The Authorities were requesting PPC Power to pay the tax for its activities in 2011. PPC power paid for the first half of 2011 requesting repayment on the grounds that the taxation is contrary to EU Law. This request was rejected, at a demand for the second payment was made.","30/06/2012",""
"195","Litigation","7326","Appealed","Case referred to the European Court of Justice","The Regional Court decided to refer the case to the European Court of Justice.","15/02/2017",""
"194","Litigation","7326","Settled","Case decided","The Court decided that Directive 2003/87/EC precludes national Legislation that taxes, at 80% of their value, greenhouse gas emission allowances allocated free of charge which have been sold or not used by the undertakings subject to the greenhouse gas emission trading scheme.","12/04/2018",""
"193","Litigation","7343","Dismissed","Application for emission allowances free of charge for Trinseo denied","Trinseo appled for a free allocation of emission allowances for the period 2013-2020, which was denied by the German Emissions Trading Authority (DEHSt) on the grounds that polycarbonate is not included in the list of groups of substances for TEHG. Trinseo appealed this decision, and this appeal was dismissed.","17/02/2014",""
"192","Litigation","7343","Other","Case referred to the European Court of Justice","The Administrative court decided to refer the case to the European Court of Justice, the court received the case on 16/11/2016.","03/11/2016",""
"191","Litigation","7343","Settled","Case decided","The Court decided that the activities of Trinseo do not fall within the scope of the GHG emission allowance trading scheme established by Directive 2003/87/EC, since it does not generate direct CO2 emissions.","28/02/2018",""
"190","Litigation","7325","Dismissed","First Administrative objection is dismissed","INEOS had requested for additional information to be taken into account for the allocation of its free emission allowances for the period 2013-2020 through an administrative objection filed on 11/03/2014. This objection was dismissed on 3/09/2015 on the grounds that the data was submitted three years later of the deadline (23/01/2012).","03/09/2015",""
"189","Litigation","7325","Other","Case referred to the European Court of Justice","The Administrative Court of Berlin transferred the case to the European Court.","03/11/2016",""
"188","Litigation","7325","Settled","Case decided","The Court decided that Article 10a of Directive 2003/87/EC can be interpreted as Union-wide rules not precluding national provisions, therefore, a after which the applicant has no means of correcting or supplementing its application, may be impossed.","22/02/2018",""
